"Key","Order","Mod","Path","File","Line","Value","TrailingText","Repository"
"scheme_dragon_whip","21","Valyrian Steel - Русификация","E:\SteamLibrary\steamapps\workshop\content\1158310\3736917258\localization\russian\valyrian_modifiers_l_russian.yml","localization/russian/valyrian_modifiers_l_russian.yml","5","Драконья плеть: $VALUE|+0=-+$","","False"
"scheme_valyrian_book","6","Valyrian Steel","E:\SteamLibrary\steamapps\workshop\content\1158310\2962713441\localization\russian\modifiers\valyrian_modifiers_l_russian.yml","localization/russian/modifiers/valyrian_modifiers_l_russian.yml","5","Валирийская книга: $VALUE|+0=-+$","","False"
"scheme_valyrian_book","21","Valyrian Steel - Русификация","E:\SteamLibrary\steamapps\workshop\content\1158310\3736917258\localization\russian\valyrian_modifiers_l_russian.yml","localization/russian/valyrian_modifiers_l_russian.yml","6","Валирийская книга: $VALUE|+0=-+$","","False"
"scheme_dragon_horn_enchanted","6","Valyrian Steel","E:\SteamLibrary\steamapps\workshop\content\1158310\2962713441\localization\russian\modifiers\valyrian_modifiers_l_russian.yml","localization/russian/modifiers/valyrian_modifiers_l_russian.yml","6","Зачарованный артефакт: $VALUE|+0=-+$","","False"
"scheme_dragon_horn_enchanted","21","Valyrian Steel - Русификация","E:\SteamLibrary\steamapps\workshop\content\1158310\3736917258\localization\russian\valyrian_modifiers_l_russian.yml","localization/russian/valyrian_modifiers_l_russian.yml","7","Пробуждённый артефакт: $VALUE|+0=-+$","","False"
"artifact_dragon_bond_enchanted","6","Valyrian Steel","E:\SteamLibrary\steamapps\workshop\content\1158310\2962713441\localization\russian\modifiers\valyrian_modifiers_l_russian.yml","localization/russian/modifiers/valyrian_modifiers_l_russian.yml","7","Зачарованный артефакт","","False"
"artifact_dragon_bond_enchanted","21","Valyrian Steel - Русификация","E:\SteamLibrary\steamapps\workshop\content\1158310\3736917258\localization\russian\valyrian_modifiers_l_russian.yml","localization/russian/valyrian_modifiers_l_russian.yml","8","Пробуждённый артефакт","","False"
"artifact_health_penalty_4_modifier","6","Valyrian Steel","E:\SteamLibrary\steamapps\workshop\content\1158310\2962713441\localization\russian\modifiers\valyrian_modifiers_l_russian.yml","localization/russian/modifiers/valyrian_modifiers_l_russian.yml","8","Побочный эффект зачарования","","False"
"artifact_health_penalty_4_modifier","21","Valyrian Steel - Русификация","E:\SteamLibrary\steamapps\workshop\content\1158310\3736917258\localization\russian\valyrian_modifiers_l_russian.yml","localization/russian/valyrian_modifiers_l_russian.yml","9","Побочный эффект пробуждения","","False"
"agot_dragon_laid_clutch_1","11","AGOT More Dragon Eggs - Русификация","E:\SteamLibrary\steamapps\workshop\content\1158310\3736931686\localization\russian\more_dragon_eggs_decisions_l_russian.yml","localization/russian/more_dragon_eggs_decisions_l_russian.yml","41","Отложила кладку","","False"
