"Catalog","Key","File","Line","Text"
"EN","mde_dragon_eggs_events.0006.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","41","A horrible whisper emanating from inside my own head stops me dead in my tracks and leaves me feeling nothing but a deep cold and fear.\n\nAgainst my own will, I rapidly face the Isle of Faces, and begin walking towards it, and then swimming.\n\nAs I walk onto the shores of the Isle, exhausted, I notice that the trees are bleeding, dripping blood loudly. A shrouded figure with glowing green eyes peaks its head out from behind the thick cove of weirwood trees, filling me with dread until I pass out.\n\nI awakened back on the shore of the Gods Eye, and disoriented, alarmed by the discovery of a dragon egg in my hands!"
"EN","mde_dragon_eggs_events.0006.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","42","Destiny awaits."
"EN","mde_dragon_eggs_events.0007.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","44","Dragonlore: Gifts from the Past"
"EN","mde_dragon_eggs_events.0007.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","45","I walk high up on the cliffs of Dragonstone, the sound of waves crashing against the rocks below mixing with the slow rumble of the volcano in my ears. As I walk, I find a small opening — the perfect place for my cave exploration to begin.\n\nI climb over a crest of rock, guided by the light cascading over the rocks. Several passages lead off from the main chamber, but the light streaks through a single vein of obsidian, as though guiding me. I follow it, and where it leads me, I cannot believe.\n\nAn egg rests in the center of the room, the light ending just above it! As soon as I touch it however, the passage of time makes itself known, and the light begins to fade. I barely have enough time to grab the egg and rush out of the cave before the light would fade completely, locking me in darkness.\n\nWith heavy breaths of exertion, I make it out of the cave, the egg in my hands!"
"EN","mde_dragon_eggs_events.0007.desc_missing","localization/replace/english/more_dragon_eggs_events_l_english.yml","46","I walk high up on the cliffs of Dragonstone, the sound of waves crashing against the rocks below mixing with the slow rumble of the volcano in my ears. As I walk, I find a small opening — the perfect place for my cave exploration to begin.\n\nI climb over a crest of rock, guided by the light cascading over the rocks. Several passages lead off from the main chamber, but the light streaks through a single vein of obsidian, as though guiding me. I follow it, and where it leads me, I cannot believe.\n\nA clutch of eggs rests in the center of the room, the light ending just above it! As soon as I touch it however, the passage of time makes itself known, and the light begins to fade. I barely have enough time to grab the eggs and rush out of the cave before the light would fade completely, locking me in darkness.\n\nWith heavy breaths of exertion, I make it out of the cave, the eggs in my arms! I've found [aegon_ii.GetNamePossessive] missing dragon eggs, last seen with [valarr.GetName]!"
"EN","mde_dragon_eggs_events.0007.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","47","That was close, but well worth it!"
"EN","mde_dragon_eggs_events.0007.tt","localization/replace/english/more_dragon_eggs_events_l_english.yml","48","You gained a Dragon Egg!"
"EN","mde_dragon_eggs_events.0008.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","50","Dragonlore: The Ruins of Spicetown"
"EN","mde_dragon_eggs_events.0008.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","51","The Battle of the Gullet was one of the many infamous battles that took place during the Dance of the Dragons, the Targaryen civil war that greatly weakened their power. An alliance had been brokered between the Greens and the Triarchy, culminating in a massive armada slamming into the Velaryon blockade of the Gullet, a strategic chokepoint that denied supply access to King’s Landing\n\nThe battle ended in a pyrrhic victory for the Blacks, who managed to hold their blockade and defeat the Triarchy’s armada, at great cost. The crown prince [jaecaerys.GetName] and his dragon, [vermax.GetName], were both slain, and Spicetown was burned to ashes. Legend tells that [jaecaerys.GetNamePossessive] promised, [baela.GetName], and her dragon, [moondancer.GetName], grieved alike in the ruins."
"EN","mde_dragon_eggs_events.0008.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","52","A haunting tragedy."
"EN","mde_dragon_eggs_events.0009.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","54","Dragonlore: Deep in The Ruins of Spicetown"
"EN","mde_dragon_eggs_events.0009.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","55","The sombering nature of the ruins of Spicetown have weighed heavy on my mind, and as such I’ve chosen to pause among the ruins and explore them.\n\nWandering inside the various dilapidated structures, you find a large, burned out area of a large building that has been hitherto untouched since it was first destroyed. While kicking around the scattered stones on the floor, a glitter of color flashes in the corner of my eye, jarring in its contrast to the black and grays of the destruction around me.\n\nI pry the colorful stones away from the ground and stare in shock at what I have in my hands. A dragon egg! The rumors of a grieving [moondancer.GetName] were true, I’ve found her egg!"
"EN","mde_dragon_eggs_events.0009.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","56","A silver lining to the tragedy!"
"EN","mde_dragon_eggs_events.0010.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","58","Dragonlore: Nagga's Bones"
"EN","mde_dragon_eggs_events.0010.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","59","Thousands of years ago, in the Age of Heroes, many legends were formed from the many fantastical events that took place in this antiquitous age. The most historically reverberative of these legends is the legend of [nagga.GetName], whose great bones serve as a place of great cultural significance to the Ironborn. It was the seat of [grey_king.GetName] and served as the location of the Kingsmoot for many centuries.\n\nIronborn tales say that [nagga.GetName] was the first sea dragon, who fed on leviathans and krakens, and whose ferocity was so great that she could drown entire islands. Tales of such feats only serve to mythologize the prowess of [grey_king.GetName], who slew the mighty beast, and raised his hall with her bones, warmed it with her living fire, made his throne from her jaw, and his crown from her teeth.\n\nNow the sight is eerily quiet, but the titanic bones haunt me with a megalophobic sense of dread."
"EN","mde_dragon_eggs_events.0010.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","60","A beast of unprecedented scale..."
"EN","mde_dragon_eggs_events.0011.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","62","Dragonlore: The Ancient Kingsmoot"
"EN","mde_dragon_eggs_events.0011.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","63","It seems almost destined that I visited the harrowing remains of the great beast [nagga.GetName] on a day with exceedingly rare sea levels brought on by a once in a lifetime low tide.\n\nWhile the Ironborn warn of such low tides as an omen of danger, something calls out from deep within me, dark and compelling. I will heed the call of destiny if it commands me, and I almost intuitively walk to the exposed shoreline, following in the steps of the ancient Kingsmoot. As I approach the water, there are a number of ancient weapons, rusted and covered in corals and barnacles. I delve into the deep, baptizing myself in salt, letting the sea fill my lungs.\n\nI black out, with my last memory being of something powerful, mayhaps a being of some kind, and something in my hands. When I awake, I find myself on the sandy shores, with a gleaming, cobalt blue dragon egg next to me!"
"EN","mde_dragon_eggs_events.0011.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","64","A faustian gift from a servant of The Great Other..."
"EN","mde_dragon_eggs_events.0011.b","localization/replace/english/more_dragon_eggs_events_l_english.yml","65","The Drowned God provides!  @drownedgod_icon!"
"EN","mde_dragon_eggs_events.0012.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","67","Dragonlore: The Bolt at The Hellholt"
"EN","mde_dragon_eggs_events.0012.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","68","Long have I traveled in the grueling deserts of Dorne, and traveling this far away from The Dune Roads has made the journey agonizing and exhausting.The nearest castle, the Hellholt offers but a fool’s reprieve, and yet there is no other option. As the castle draws nearer, plumes of sulfurous smog rise off the nearby Brimstone and geysers, obscuring the sun. But it offers no relief, only making the air hotter. When I approach the castle, I notice the main tower has yet to be repaired since the Conquest.\n\nThe destruction was the result of the infamous death of the dragonrider [rhaenys.GetName], and her she-dragon, [meraxes.GetName]. At the time of her death, [rhaenys.GetName] had been on a campaign to suppress the resistant Dornish using dragonfire to burn their castles. The Ullers of the Hellholt did what no one else had managed, and fire a scorpion bolt directly through the eye of [meraxes.GetName] sending both rider and dragon plummeting to their doom. [meraxes.GetNamePossessive] bones remain, jutting out from the surrounding sand turned glass."
"EN","mde_dragon_eggs_events.0012.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","69","What power!"
"EN","mde_dragon_eggs_events.0013.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","71","Dragonlore: Through The Dragonglass"
"EN","mde_dragon_eggs_events.0013.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","72","Upon closer inspection of [meraxes.GetNamePossessive] skeleton, I am appalled at the power of a dragon’s fire. The surrounding ground is all glass melted from the sand that was once here, most of it thick, dark, and opaque.\n\nBut I find the more I uncover from the fresher layers of dirt, the clearer the glass becomes. Vexed, I work like mad to find the clearest patch of glass I can.\n\nAfter hours of inspecting, I find glass that reveals a golden and silver shimmer. I cover it back up and return under the cover of darkness, hacking away with a pickaxe until I uncover my treasure: a dragon egg!"
"EN","mde_dragon_eggs_events.0013.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","73","My precious!"
"EN","mde_dragon_eggs_events.0014.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","75","Dragonlore: The Gardener of The Glass Orb"
"EN","mde_dragon_eggs_events.0014.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","76","Few were the dragonlords following the Doom. It was only with the magical foresight of Daenys the Dreamer that the Targaryens were able to hold on to their fire made flesh. Although, in the time immediately after the Doom, there were others.\n\nJaehaelor Mataeryon was a landowner and dragonrider in the Valyrian Freehold who rode the dragon [pythax.GetName] who appeared to be a scholar with a particular aptitude in botany, as he wrote often of glass orb greenhouse in Valyria proper.\n\n When the Doom shook the heavens and earth, Jaehaelor Mataeryon was visiting the Forests of Qohor to gather samples. He passed through this very location as he flew back from Qohor to Old Volantis, wherein he would spend the remainder of his life committing as much as he could remember of his gardens to memory. His dragon [pythax.GetName] perished soon after the doom after refusing to eat. Jaehaelor Mataeryon died soon after, while intervening in the lashing of a slave on the Long Bridge."
